age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,class
0,blue-collar,married,secondary,no,0,yes,no,unknown,0,jul,0,1,1,unknown,no
0,self-employed,single,tertiary,no,1,no,no,cellular,0,jul,0,1,1,success,no
0,services,divorced,secondary,no,0,yes,yes,unknown,0,jul,0,1,1,success,yes
0,self-employed,single,tertiary,no,0,yes,no,unknown,0,jul,0,1,1,success,no
0,student,single,secondary,no,0,no,no,cellular,0,jul,0,1,1,unknown,yes
0,blue-collar,married,secondary,no,0,no,no,cellular,0,jul,0,1,1,success,no
0,services,single,secondary,no,1,no,no,cellular,0,jul,0,1,1,unknown,yes
1,retired,married,tertiary,no,1,no,no,cellular,0,jul,1,1,1,success,no
0,technician,divorced,unknown,no,1,no,no,telephone,0,jul,1,1,1,success,yes
0,self-employed,single,tertiary,no,1,yes,no,cellular,0,jul,0,1,1,unknown,no
0,blue-collar,single,secondary,no,0,no,yes,cellular,0,jul,0,1,1,unknown,yes
0,student,single,secondary,no,1,no,no,cellular,0,jul,1,1,1,unknown,yes
0,management,married,secondary,no,1,no,no,cellular,0,jul,0,1,1,failure,no
0,management,divorced,tertiary,no,0,no,no,cellular,0,jul,0,1,1,success,yes
0,blue-collar,married,primary,no,1,no,no,unknown,0,jul,0,1,1,unknown,no
0,self-employed,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,no
0,technician,single,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,student,single,secondary,no,0,no,yes,cellular,1,jul,0,1,1,failure,no
0,services,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,blue-collar,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
0,technician,single,tertiary,no,0,yes,no,cellular,1,jul,0,1,1,success,yes
1,retired,divorced,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,no
0,admin.,single,tertiary,no,0,yes,no,cellular,1,jul,0,1,1,unknown,yes
0,management,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,management,single,unknown,no,0,no,no,cellular,1,jul,0,1,1,success,no
0,technician,married,tertiary,no,0,no,yes,cellular,1,jul,0,1,1,failure,no
0,management,divorced,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,management,married,tertiary,no,0,yes,no,unknown,1,jul,0,1,1,unknown,no
1,technician,married,secondary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,blue-collar,single,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,technician,married,secondary,no,0,yes,no,cellular,1,jul,0,1,1,failure,yes
1,management,divorced,primary,no,1,no,no,telephone,1,jul,0,1,1,unknown,no
0,technician,married,secondary,no,0,yes,yes,cellular,1,jul,0,1,1,failure,no
0,management,single,tertiary,no,0,no,no,telephone,1,jul,0,1,1,success,yes
0,services,married,secondary,no,0,no,no,telephone,1,jul,0,1,1,failure,yes
0,management,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
1,retired,divorced,unknown,no,0,no,no,telephone,1,jul,0,1,1,unknown,yes
0,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,management,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,yes
1,retired,married,primary,no,1,no,no,cellular,1,jul,1,1,1,success,yes
0,management,single,tertiary,yes,1,yes,no,cellular,1,jul,0,1,1,failure,yes
1,retired,divorced,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,self-employed,married,tertiary,no,1,no,no,telephone,1,jul,0,1,1,other,yes
1,retired,married,secondary,no,0,no,no,telephone,1,jul,0,1,1,success,yes
0,management,single,tertiary,no,0,no,no,cellular,1,jul,1,1,1,failure,yes
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,student,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,yes
0,services,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,management,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
1,retired,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
1,retired,divorced,unknown,no,1,no,no,telephone,1,jul,0,1,1,failure,no
0,student,single,secondary,no,0,no,no,telephone,1,jul,0,1,1,unknown,yes
0,management,married,secondary,no,0,no,no,telephone,1,jul,0,1,1,failure,no
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
0,blue-collar,single,unknown,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,admin.,married,secondary,no,1,yes,no,cellular,1,jul,1,1,1,success,yes
0,technician,single,unknown,no,0,no,no,cellular,1,jul,1,1,1,unknown,yes
0,technician,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,other,no
0,self-employed,married,tertiary,no,1,no,no,cellular,1,jul,1,1,1,failure,no
0,management,single,secondary,no,1,no,no,cellular,1,jul,1,1,1,other,no
0,student,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,other,no
0,unknown,married,unknown,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,student,divorced,unknown,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,student,married,unknown,no,1,no,no,unknown,1,jul,0,1,1,other,no
0,technician,single,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,yes
0,admin.,single,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,yes
0,admin.,married,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,admin.,single,tertiary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
1,retired,married,primary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,unemployed,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,success,no
0,self-employed,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,other,yes
0,entrepreneur,divorced,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,management,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,no
1,retired,divorced,unknown,no,0,no,no,cellular,1,jul,1,1,1,unknown,yes
0,admin.,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,management,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,no
0,student,single,primary,no,0,no,no,cellular,1,jul,0,1,1,other,no
0,self-employed,single,tertiary,no,0,no,no,cellular,1,jul,1,1,1,unknown,yes
0,services,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,retired,married,secondary,no,1,no,no,telephone,1,jul,1,1,1,success,yes
1,retired,divorced,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,no
0,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,management,single,tertiary,no,1,yes,no,cellular,1,jul,0,1,1,failure,yes
0,unknown,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
1,admin.,married,primary,no,1,no,no,cellular,1,jul,0,1,1,other,no
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
1,retired,married,primary,no,1,no,no,cellular,1,jul,0,1,1,success,no
1,retired,divorced,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,yes
0,student,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,success,no
0,blue-collar,single,secondary,no,1,yes,no,cellular,1,jul,0,1,1,success,yes
0,management,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,yes
0,self-employed,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
1,retired,divorced,primary,no,1,no,no,telephone,1,jul,1,1,1,success,yes
0,student,single,secondary,no,1,no,no,cellular,1,jul,1,1,1,other,yes
0,technician,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
1,retired,married,tertiary,no,1,yes,no,cellular,1,jul,0,1,1,failure,no
0,management,single,unknown,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,self-employed,divorced,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,unemployed,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,student,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,services,married,unknown,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,management,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,yes
0,technician,single,tertiary,yes,0,no,yes,unknown,1,jul,0,1,1,unknown,no
0,technician,married,tertiary,no,1,no,no,cellular,1,jul,1,1,1,success,yes
0,blue-collar,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,management,married,tertiary,no,1,no,yes,cellular,1,jul,0,1,1,other,yes
0,admin.,single,tertiary,no,1,no,no,cellular,1,jul,1,1,1,unknown,no
0,admin.,divorced,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
1,retired,divorced,primary,no,0,no,no,telephone,1,jul,0,1,1,success,yes
0,student,single,primary,no,1,no,no,cellular,1,jul,0,1,1,other,yes
0,student,single,secondary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,technician,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,yes
0,technician,married,primary,no,1,no,no,cellular,1,jul,1,1,1,other,yes
0,technician,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
1,retired,married,primary,no,1,no,no,telephone,1,jul,0,1,1,success,yes
0,blue-collar,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,student,single,unknown,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,technician,single,tertiary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,services,married,secondary,no,0,no,yes,unknown,1,jul,0,1,1,unknown,no
1,retired,divorced,secondary,no,1,no,no,telephone,1,jul,1,1,1,unknown,yes
0,management,married,secondary,no,0,yes,no,cellular,1,jul,0,1,1,failure,yes
0,admin.,married,secondary,no,0,no,no,telephone,1,jul,0,1,1,unknown,no
0,student,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,other,yes
0,blue-collar,married,secondary,no,1,yes,yes,unknown,1,jul,0,1,1,unknown,no
1,retired,married,secondary,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,blue-collar,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,management,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
1,retired,divorced,tertiary,no,1,yes,no,cellular,1,jul,0,1,1,success,yes
0,admin.,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,success,yes
0,admin.,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,other,yes
0,technician,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
1,retired,married,primary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
1,housemaid,married,primary,no,0,no,no,cellular,1,jul,0,1,1,success,no
1,retired,married,secondary,no,1,yes,no,telephone,1,jul,1,1,1,unknown,yes
1,blue-collar,married,secondary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,unemployed,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,yes
0,blue-collar,married,primary,no,1,no,no,cellular,1,jul,0,1,1,success,no
0,student,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,other,yes
1,retired,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,technician,single,secondary,no,1,no,no,cellular,1,jul,1,1,1,unknown,no
0,technician,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
1,services,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,success,no
0,services,married,secondary,no,1,no,yes,cellular,1,jul,1,1,1,success,yes
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,no
0,management,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,unemployed,married,tertiary,no,0,no,no,cellular,1,jul,1,1,1,failure,yes
1,retired,married,secondary,no,0,no,no,cellular,1,jul,1,1,1,success,yes
0,admin.,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
0,student,single,primary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,blue-collar,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,technician,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,management,married,secondary,no,0,yes,no,unknown,1,jul,0,1,1,unknown,no
0,student,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,management,divorced,tertiary,no,1,yes,yes,cellular,1,jul,0,1,1,unknown,no
0,management,divorced,tertiary,no,0,no,yes,cellular,1,jul,0,1,1,unknown,yes
0,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,unemployed,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,success,yes
0,management,divorced,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,management,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
0,management,divorced,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,no
0,technician,married,secondary,no,0,no,no,cellular,1,jul,0,1,1,other,yes
0,admin.,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
0,admin.,married,secondary,no,0,yes,yes,cellular,1,jul,0,1,1,failure,no
0,self-employed,married,secondary,no,0,no,yes,unknown,1,jul,0,1,1,other,no
0,services,married,primary,no,0,yes,no,unknown,1,jul,0,1,1,unknown,no
0,blue-collar,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,other,yes
0,technician,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,technician,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,other,yes
0,blue-collar,divorced,primary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,management,married,unknown,no,1,no,no,cellular,1,jul,0,1,1,unknown,yes
1,admin.,married,unknown,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,management,divorced,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,yes
0,entrepreneur,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,management,married,tertiary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,management,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,other,yes
1,retired,married,primary,no,1,no,no,cellular,1,jul,0,1,1,success,no
0,blue-collar,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,retired,married,secondary,no,1,yes,no,cellular,1,jul,0,1,1,failure,yes
0,management,married,tertiary,no,1,yes,yes,cellular,1,jul,0,1,1,other,no
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,other,no
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,blue-collar,married,secondary,no,0,yes,no,unknown,1,jul,0,1,1,unknown,no
0,unemployed,divorced,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,self-employed,married,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,blue-collar,married,primary,no,0,yes,no,unknown,1,jul,0,1,1,failure,no
0,management,single,tertiary,no,1,yes,no,cellular,1,jul,0,1,1,failure,no
0,blue-collar,married,secondary,no,1,no,no,telephone,1,jul,1,1,1,unknown,yes
0,admin.,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,management,divorced,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
0,admin.,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,other,yes
0,student,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,management,divorced,tertiary,no,0,yes,no,unknown,1,jul,0,1,1,other,no
0,admin.,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,management,married,tertiary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,unemployed,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
1,unemployed,married,primary,no,0,no,no,cellular,1,jul,1,1,1,other,yes
0,admin.,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,management,divorced,tertiary,no,1,no,no,cellular,1,jul,0,1,1,unknown,yes
0,management,married,tertiary,no,0,yes,no,cellular,1,jul,0,1,1,unknown,yes
0,blue-collar,married,primary,no,0,yes,no,unknown,1,jul,0,1,1,failure,no
0,blue-collar,divorced,secondary,no,0,yes,no,unknown,1,jul,0,1,1,other,no
0,technician,single,secondary,no,1,yes,no,cellular,1,jul,0,1,1,other,yes
1,retired,married,unknown,no,0,no,no,cellular,1,jul,1,1,1,success,yes
0,technician,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,technician,single,secondary,no,0,no,no,telephone,1,jul,0,1,1,failure,no
0,management,married,tertiary,no,0,no,no,cellular,1,jul,1,1,1,success,yes
0,admin.,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,technician,single,tertiary,no,0,yes,no,cellular,1,jul,0,1,1,unknown,yes
0,management,married,tertiary,no,1,yes,no,cellular,1,jul,0,1,1,other,yes
0,admin.,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,admin.,married,secondary,no,0,yes,no,cellular,1,jul,0,1,1,success,no
0,management,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,technician,divorced,secondary,no,1,yes,no,cellular,1,jul,0,1,1,other,yes
0,student,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,failure,yes
0,technician,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,management,single,tertiary,no,1,yes,no,cellular,1,jul,0,1,1,unknown,yes
0,services,single,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,student,married,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,student,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
1,retired,married,primary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,student,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,retired,married,secondary,no,0,no,yes,cellular,1,jul,0,1,1,failure,yes
0,technician,divorced,secondary,no,1,no,no,unknown,1,jul,0,1,1,unknown,no
0,unemployed,married,secondary,no,1,no,no,unknown,1,jul,0,1,1,unknown,no
0,technician,single,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,management,single,tertiary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,blue-collar,single,secondary,no,0,yes,no,cellular,1,jul,1,1,1,success,no
0,technician,married,secondary,no,1,yes,no,cellular,1,jul,1,1,1,failure,yes
0,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,other,no
0,admin.,married,unknown,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,admin.,single,tertiary,no,0,no,yes,cellular,1,jul,0,1,1,failure,no
0,self-employed,divorced,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,admin.,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,failure,no
0,technician,married,secondary,no,0,yes,yes,cellular,1,jul,0,1,1,failure,no
1,self-employed,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,student,single,secondary,no,0,no,no,cellular,1,jul,1,1,1,other,yes
1,retired,married,secondary,no,0,no,no,cellular,1,jul,1,1,1,success,yes
0,services,single,unknown,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,management,single,tertiary,no,0,no,yes,cellular,1,jul,0,1,1,failure,yes
0,management,single,tertiary,no,1,no,no,cellular,1,jul,1,1,1,unknown,yes
0,management,married,tertiary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,services,single,secondary,yes,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,services,single,secondary,no,0,no,no,unknown,1,jul,0,1,1,unknown,no
0,admin.,divorced,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,no
0,admin.,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,success,no
0,technician,married,secondary,no,1,yes,no,cellular,1,jul,0,1,1,success,yes
1,retired,married,secondary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,retired,single,primary,no,1,no,no,cellular,1,jul,0,1,1,failure,no
0,technician,married,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,no
0,admin.,married,secondary,no,1,no,no,cellular,1,jul,1,1,1,unknown,no
0,technician,married,unknown,no,1,no,no,cellular,1,jul,0,1,1,unknown,yes
0,admin.,married,secondary,no,0,no,no,cellular,1,jul,1,1,1,success,yes
0,technician,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,student,single,secondary,no,1,no,no,cellular,1,jul,0,1,1,unknown,no
0,unemployed,married,primary,no,1,yes,no,cellular,1,jul,0,1,1,success,yes
1,housemaid,divorced,primary,no,1,no,no,cellular,1,jul,1,1,1,failure,yes
0,technician,single,secondary,no,0,no,no,cellular,1,jul,0,1,1,unknown,yes
0,technician,married,secondary,no,0,yes,no,cellular,1,jul,1,1,1,unknown,yes
0,management,single,tertiary,no,0,yes,no,cellular,1,jul,0,1,1,failure,no
0,unemployed,single,tertiary,no,1,no,no,cellular,1,jul,0,1,1,other,yes
0,student,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,admin.,married,secondary,no,0,yes,no,cellular,1,jul,0,1,1,failure,no
0,blue-collar,married,primary,no,0,no,no,cellular,1,jul,0,1,1,success,yes
0,management,married,tertiary,no,0,no,no,telephone,1,jul,0,1,1,other,yes
0,technician,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,no
0,management,married,tertiary,no,0,no,no,cellular,1,jul,0,1,1,unknown,no
1,retired,married,secondary,no,1,no,no,telephone,1,jul,0,1,1,unknown,yes
0,blue-collar,married,secondary,no,0,yes,no,unknown,1,jul,0,1,1,unknown,no
0,technician,married,tertiary,no,1,no,no,cellular,1,jul,0,1,1,success,yes
0,management,single,tertiary,no,1,yes,no,telephone,1,jul,0,1,1,failure,yes
1,admin.,married,unknown,no,1,yes,no,cellular,1,jul,0,1,1,success,yes
0,unemployed,single,tertiary,no,0,no,no,cellular,1,jul,0,1,1,failure,yes
0,unemployed,divorced,secondary,no,1,no,no,cellular,1,jul,1,1,1,unknown,no
